rid,fluorouracil_A375,fluorouracil_HT29,fluorouracil_MCF7,veliparib_A375,veliparib_HT29,MK-1775_A375,MK-1775_HT29,NVP-BEZ235_A375,NVP-BEZ235_HT29,bortezomib_A375,bortezomib_HT29,bortezomib_MCF7,dasatinib_A375,dasatinib_A549,dasatinib_HT29,dasatinib_LNCAP,dasatinib_MCF7,dinaciclib_A375,dinaciclib_HT29,erlotinib_A375,erlotinib_HT29,geldanamycin_A375,geldanamycin_HT29,geldanamycin_LNCAP,lapatinib_A375,lapatinib_A549,lapatinib_HT29,lapatinib_LNCAP,lapatinib_MCF7,MK-2206_A375,MK-2206_HT29,MK-2206_LNCAP,PD-0325901_A375,PD-0325901_HT29,PD-0325901_LNCAP,sorafenib_A375,sorafenib_A549,sorafenib_HT29,sorafenib_LNCAP,sorafenib_MCF7,sunitinib_A375,sunitinib_A549,sunitinib_HT29,sunitinib_MCF7,temozolomide_A375,temozolomide_HT29,temozolomide_MCF7,vorinostat_A375,vorinostat_A549,vorinostat_HT29,vorinostat_MCF7,SN-38_A375,SN-38_HT29,SN-38_MCF7,doxorubicin_A375,doxorubicin_HT29,etoposide_A375,etoposide_HT29,gemcitabine_A375,gemcitabine_HT29,metformin_A375,metformin_HT29,methoxsalen_HT29,methoxsalen_MCF7,ifosfamide_HT29,ifosfamide_MCF7,imiquimod_HT29,imiquimod_MCF7,imatinib_A549,imatinib_HT29,imatinib_MCF7,mercaptopurine_HT29,mercaptopurine_MCF7,hydroxyurea_HT29,hydroxyurea_MCF7,nilotinib_HT29,nilotinib_MCF7,nilotinib_A549,romidepsin_HT29,romidepsin_MCF7,ixabepilone_HT29,ixabepilone_MCF7,pralatrexate_HT29,pralatrexate_MCF7,anastrozole_HT29,anastrozole_MCF7,raloxifene_HT29,raloxifene_MCF7,letrozole_HT29,letrozole_MCF7,allopurinol_HT29,allopurinol_MCF7,mitoxantrone_HT29,mitoxantrone_A549,mitoxantrone_MCF7,thalidomide_HT29,thalidomide_MCF7,chlorambucil_HT29,chlorambucil_MCF7,gefitinib_A549,gefitinib_HT29,gefitinib_MCF7,thioguanine_HT29,thioguanine_MCF7,celecoxib_MCF7,celecoxib_HT29,busulfan_HT29,busulfan_MCF7,altretamine_HT29,altretamine_MCF7,lenalidomide_HT29,lenalidomide_MCF7,vemurafenib_A549,vemurafenib_HT29,vemurafenib_MCF7,ruxolitinib_A549,ruxolitinib_HT29,ruxolitinib_MCF7,crizotinib_A549,crizotinib_HT29,crizotinib_MCF7,vismodegib_HT29,vismodegib_MCF7,vandetanib_A549,vandetanib_HT29,vandetanib_MCF7
22883,-0.18763082,0.51027507,0.08753423,-0.23669535,-0.1018055,-0.396086,1.2192585,-0.8558315,-0.48772857,-1.4215124,0.5038606,0.6037886,0.2270501,0.09562281,0.89710796,0.5234926,0.13302583,-1.4624444,-0.51640767,-0.23085038,-0.38529602,0.6382874,1.0248381,0.40726134,0.12178234,-0.2876056,-0.32672817,-1.0751563,-0.41025263,0.4793974,-0.34007552,0.9691701,0.89160794,0.9473258,0.20116232,-0.34664726,-0.09645199,-0.44961467,-0.1461486,0.14645168,-0.18228494,-0.3437368,0.15693197,-0.3831276,0.47123048,0.408139,0.7386474,-0.3242644,-0.0129742315,0.5877519,0.13772221,-2.8547738,-0.5380741,0.2695591,-1.3827628,0.8080366,-1.0123398,-0.48125398,-4.0918097,-0.4214022,0.0952838,-0.020472383,-0.32342023,-0.20782518,0.18457703,-0.057557385,-0.043734133,-0.18118095,0.025496965,-0.07229804,-0.34214953,0.07734826,-0.5933699,-0.6723673,-0.18299901,0.04263869,-0.28063715,0.40903232,0.0804224,-1.0571368,2.1160805,2.8850772,0.29189876,1.2214934,0.73626536,-0.039498046,0.24535191,0.6762546,-0.09148907,-0.4877694,0.121249855,0.051519588,0.35850272,-1.7475607,0.438213,-0.31115755,-0.17554142,-0.062510155,1.1035312,-0.062284205,-0.10639159,-0.48656225,-0.34242833,-0.2358845,0.6138211,-0.15863262,-0.23515528,-0.34473452,0.099314205,-0.22597365,-0.42423525,-0.39198172,-0.37065578,-0.36052287,-0.38175905,-0.72337604,-0.20870686,-0.58590627,-1.1703119,-0.51816577,0.111882366,-0.20694546,-0.06663186,0.02644863,-0.05358514,0.42910758
3398,0.264302,0.37121665,-0.038549084,0.040005803,0.36817974,2.3392854,0.13478166,-0.059341516,-0.02892662,9.7000885,0.2492725,0.104380086,0.09542979,-1.2840801,-0.53569275,-0.45512128,-0.28709117,5.5121155,2.1683757,-0.08881167,-0.08844211,0.29015154,-0.2282312,-0.23509252,-0.37519228,0.043189,-0.07930953,0.15556918,0.45756054,-0.038214978,0.9826785,0.11171181,4.2499495,-0.14214076,0.32801464,0.513912,0.2644385,0.13152643,0.5924023,0.22119248,0.11326769,0.36491737,0.67088294,0.110622846,-0.1834401,-0.086423635,-0.4971504,1.6672044,0.506168,1.3721048,0.3417736,9.899238,0.7318167,3.3268178,8.37488,1.1287779,2.3428338,-0.4865197,7.01117,0.2964572,0.47787872,0.15635957,0.22255486,0.18814361,0.21492074,0.47634515,-0.33872738,-0.23571153,0.25937006,0.4272466,-0.19386452,0.99916214,-0.56584734,0.6776231,0.022273758,-0.17471677,-0.1251703,-0.66710144,5.5483875,6.0920796,-0.7866679,-0.14394914,-0.46738985,-3.2443125,0.21016252,0.045780834,0.09936627,2.6989946,0.2354966,0.18563165,0.45927414,0.4299287,0.46737695,-0.71194595,-0.21009572,0.56267923,-0.060340818,0.3002279,0.003171407,-0.24963544,-0.07085172,0.47562823,-0.4596684,-1.928434,0.2912969,0.6271154,0.10840393,0.34343138,0.31454375,-0.91193295,0.028333118,0.60635793,0.09045353,-0.038338162,0.20750727,0.25878373,-0.5739804,0.32803357,0.1273815,0.15533148,-0.19782959,0.24371882,0.21040486,-1.3263928,0.38333753,0.072494976
1635,0.3660902,0.43775,0.54905814,0.14818947,0.29377186,-0.07566968,1.0807232,0.78740144,0.049027104,-2.8046186,-2.2366803,1.097874,-0.6524842,-0.5127863,-0.83464265,0.39815244,-0.22524665,0.068354495,1.2061586,0.10360799,-0.36559686,1.0810965,-1.1242673,-0.9084644,0.14658725,-0.64005935,-0.52341586,-0.3392206,-0.9190867,0.1400639,0.43956456,0.027339121,-1.1708395,-2.7167892,0.0005481516,-0.42097172,0.68549854,-1.4456421,0.07809732,-0.1885182,-1.2603432,-0.6008324,-0.01444149,0.4520788,0.086797304,0.4841682,0.13756104,-3.7543514,-3.643716,-2.5494585,-2.142862,-4.161594,-1.8052727,-0.7269497,-3.9086473,-2.253502,-0.744173,-1.4486705,-2.7808275,-1.9519987,-0.41165018,0.020890659,0.17824288,0.27152354,-0.10472759,0.24174462,0.308899,0.24589722,-0.04205407,0.5975708,0.112726465,0.14189835,-0.575095,0.4325854,-0.31795624,-0.16782881,0.33855596,1.153403,-9.599286,-6.701604,2.3210306,1.7071968,-3.5900452,-0.69261837,0.63481927,-0.39333472,0.20845492,0.009041466,-0.24870098,-0.20739849,0.052835256,-0.07941226,-0.31324372,-1.2823347,-0.24426088,-0.39968804,-0.4864216,-0.5468926,0.41857138,0.039846167,-0.37815857,-0.34911287,-0.18572457,0.14163154,1.0740783,0.5853022,0.09546336,-0.2717836,0.3967575,1.4748505,0.6219541,-0.19197772,-0.18340987,-2.5340655,-0.011289749,-0.54244125,-0.25048408,-0.21204789,-0.09273507,-1.1004618,-0.21671617,0.29178873,-0.14971161,-0.06933678,0.02908586,-0.31815395
2195,0.6600697,-0.54599166,0.5950666,-0.36941525,0.11181263,1.2884966,-0.96010107,-0.3102748,1.2989391,2.8981898,-0.24314655,1.4349443,0.73464996,0.9893103,0.31376114,0.47207296,0.35095462,1.014847,-1.9378661,-0.048121367,-0.15522571,0.0719574,-0.7291929,-0.4313049,-0.103863455,-0.35040882,0.056978893,-0.5847091,-0.12589826,0.22104295,0.8754247,0.466638,0.298428,-2.4565706,0.041242365,-0.42021775,-1.1478572,-0.86418486,-0.15698366,0.33867905,0.65600646,-0.3064475,-0.44989994,0.31994152,0.29975146,0.6328466,0.46721542,-0.36276352,-0.55688494,-0.12472521,-0.59347326,4.8274684,-3.6493042,2.606671,0.73379785,-1.3431292,1.6449547,0.8762978,1.2754054,0.09424279,-0.19492663,-0.16595584,-0.49206385,-0.51930517,1.6327826,-0.17446186,0.4665091,-0.3787657,0.25970164,0.47562003,0.11454121,-0.07306763,0.4784021,-1.067741,-0.23615925,-0.08195668,-0.09589513,0.8776837,-2.0369196,1.743468,-1.7425512,0.8808015,-2.0078595,1.5002514,0.4782983,-0.06541168,-1.0229573,0.3052433,0.3582782,0.24040292,0.406006,-0.17117248,-1.5803864,-2.5703235,0.6337293,0.27227306,-0.21003728,-0.1095382,-0.3100642,0.29101968,-0.66126466,-0.34220162,-0.11019913,0.83479834,-1.3416325,-0.2508546,0.09268111,0.25255802,-0.64886063,-0.14413624,0.05759542,-0.20350008,-0.43158817,-1.2439885,-0.15365571,-0.04553704,-0.49303368,0.16480297,-0.032745626,0.47977945,0.12613855,0.5598793,0.1340365,0.1483896,0.018412916,0.27504244
8243,0.03187402,0.3173333,-0.4491078,-0.17536288,-1.4125476,-0.82066035,-0.9154901,0.23111473,-0.39706573,0.08578134,-1.4836909,-2.5495815,0.1264485,0.015012366,-0.52257085,-0.19839732,-0.032188255,0.7661369,0.08246801,-1.0464425,0.24146886,-0.14001523,0.013681526,-0.83595496,-0.007872109,0.27683172,0.40040043,0.22328202,-0.22422774,-0.31279162,-1.373272,-0.32905677,-1.3229584,-2.9003234,-0.5287053,-0.685803,-0.1946153,-1.6317981,-0.60891706,-1.3941879,-0.06616185,-0.6644065,-0.8411322,-0.49391326,0.08003669,-0.7921346,-1.5718513,-1.7175059,-2.5837243,-1.4461163,-0.84231865,-0.6269957,0.40976664,0.3719407,-0.26090205,0.0033348103,0.1404584,-0.008181731,-2.5878375,0.5806256,-0.78863794,-0.71253425,-0.18951027,-0.8748031,-1.7259358,-1.8144358,0.5885555,1.6592609,0.4139731,-0.12782751,-0.92695045,-0.5533034,-1.5873905,-1.4112034,-0.48621067,-0.32748342,-0.5822081,0.45104334,-3.8822422,-4.658713,0.016362667,0.4373393,0.18535455,-0.37479842,0.363099,-0.48588824,-0.8745114,0.34081268,-1.0508033,0.29584268,-0.97345185,-1.1229702,0.46639305,-0.695967,-0.7531954,0.6356569,-0.18488987,-0.12268367,-0.79402304,0.3244232,-0.48783302,-0.38513553,-2.7166748,-2.065785,0.31689325,-0.076916195,0.45394623,0.15991123,-0.17804956,-1.8104397,1.0397289,1.0943722,0.11024508,-1.6520475,-0.16848746,0.0790012,-0.15280858,-0.39925262,-0.24047819,-1.699426,-0.57813984,-0.6760883,-0.019564291,-1.1072356,-1.1559749,-0.08838267
11188,-0.6243687,-0.14293332,0.063926585,-0.29314497,-0.17381757,-0.010157983,-0.079280525,0.46732226,0.61107016,7.791384,0.26354694,0.8757335,0.32688195,-0.20983665,-0.15746525,-0.3144476,-0.16861077,0.02799453,0.7497794,-0.45874944,0.15498596,1.0454981,0.028391758,0.49218175,-0.12043309,0.13188966,0.06767914,-1.0690717,-0.1380016,0.12853865,-0.21617217,0.45175365,2.227982,2.1866252,0.17914294,0.1411419,-1.1687019,0.4434345,0.27035105,0.2977758,-0.24389611,-0.27320424,0.2105921,0.43289313,-0.1043893,-0.39054677,-0.6996997,-0.8431182,0.04151291,0.36467224,0.4408709,6.753259,-0.032518666,1.5317887,3.5947592,1.2590295,2.2932482,-0.6561672,-0.057263494,0.38435408,0.34990287,-0.39135656,0.11199614,0.17432308,0.67751175,0.86181897,-0.041756954,-0.3652252,-0.43351117,0.118656345,-0.06281207,0.039077878,-0.47694215,-0.52314276,0.089485705,-0.019974567,-0.18071914,-0.047302675,1.1385034,1.4323717,-1.5485635,-1.3682489,0.29434398,0.1747367,-0.39894298,-0.29636037,-0.1860826,-0.22544529,0.5165166,0.11275366,0.44755483,-0.11756786,0.3575088,1.4760245,0.3688173,-0.6553707,-0.7397973,0.17250466,-0.3506135,-0.12625496,-0.25836977,-0.14351296,0.16785443,-1.0399396,0.21916938,0.3131032,0.15357892,0.12106692,0.115351655,0.37617254,0.42072782,0.35790357,0.10963491,1.6534704,-0.21779464,-0.20225102,0.14320104,-0.29476854,-0.589738,-0.39873567,0.097752295,-0.20607392,-0.02911306,0.18609315,0.077728316,-0.11962084
11137,-0.84675723,-1.1278083,-2.430778,0.042385843,-0.623173,-0.6273527,-0.46241036,1.1079928,-0.094475634,-4.1225767,-4.196039,-1.1942495,-1.1876408,-0.6978637,-1.0079188,0.033111274,-0.46549106,-5.432556,-4.02477,-0.7079511,-0.52260804,0.2253314,-0.6162202,-1.7460445,-0.8646412,-0.22640733,0.07606362,-0.6741121,-0.56891745,-0.90203613,-0.039599817,-0.63121957,-2.5239546,-2.459127,-0.1551379,0.052791446,-0.103323944,-0.42830467,-0.8626626,-0.8584974,-2.4760244,-0.6787037,-0.6023206,0.3365046,0.39637756,-0.10705138,0.01755603,-1.2542958,-2.3434246,-1.0913031,-1.3654131,-5.1180043,-4.2812047,-5.21337,-4.0880966,-3.1657026,-0.3671763,-1.5710949,-0.63222045,-3.7692184,0.17398374,-0.8605814,-0.099613845,-0.29958937,0.9498412,0.48103595,0.46545997,-0.6150257,0.16471536,-0.17346585,0.015303324,-0.72600317,-0.29225448,-0.2979599,0.14312412,-0.3279934,-0.32778102,0.013869288,-2.9102647,0.33892623,1.6028266,-1.146578,-3.6410189,-0.8666146,0.41342533,0.07410239,-0.03931717,-1.235435,-0.2769892,0.3137229,-0.2924408,0.36702895,-2.6001704,-1.3850899,-1.2404461,0.33932522,-0.2563365,0.15535575,0.35737157,0.3313689,-0.3976816,-0.10428035,-1.2717129,-0.73117226,-1.0634962,-1.4977657,-0.511599,-0.3674755,-0.41984108,-0.6283961,0.075889885,-0.18388061,0.102679014,-2.0481374,-0.107606016,0.29833823,-0.43294683,-0.30571896,0.04369495,-0.45765305,-0.7467972,0.29900733,0.57414013,-0.1949458,-0.675577,-0.39090642
23463,0.2830584,-0.39945003,-0.352905,0.22493628,0.41592965,-0.99033284,0.14623392,-1.7116376,-1.3511168,-3.4031143,-5.094132,-5.314901,-1.0146667,1.069987,-0.16131236,0.71344775,0.44493946,-0.5917748,-1.5758538,0.747884,0.089470245,-1.5504647,-0.9605345,-0.879332,0.33965686,-0.1305771,0.23552604,-0.048563752,-0.7164156,0.3358437,0.006002806,-0.116056204,-2.8308654,-2.5034528,0.46031657,-0.10297746,-0.08777956,-0.47729194,-0.09534199,-0.22709396,-0.80986124,0.13893895,0.115255654,0.03217345,0.64765227,0.6181338,-0.12547596,0.93001103,0.8864488,0.71169364,0.50930953,-3.1125844,-0.57781583,0.2040839,-3.780612,-1.4395689,-0.84464514,0.033517707,-5.2279935,-1.127392,0.8715703,0.047943387,-0.18529208,0.44690618,0.37812173,0.33679232,0.7537787,0.15413298,0.82619685,0.46722272,0.53389347,0.10454005,-0.026972571,0.35597506,-0.024871165,0.33013096,0.11958422,-0.37223887,0.25410458,2.7901561,0.57899696,0.59995943,-0.2951376,1.1178983,0.4363139,0.16678901,-0.014656167,-0.6887531,0.19736885,-0.299408,0.09806708,0.79788285,-0.31446233,-1.6659504,-0.18523629,-0.4273844,-0.26082692,-0.08535737,0.23062778,0.22867699,0.33649766,0.21484633,0.3131853,0.5495036,0.77094907,-0.13229403,0.11043131,-0.031707186,-0.3474323,-0.33570734,0.34259006,0.09294494,0.06711616,-0.67316085,0.030563666,0.38169402,0.12785712,0.28285927,0.15112038,-0.3454536,-0.4907514,0.09118045,0.01170582,0.15821399,0.15692042,0.55721694
8607,0.5025175,-0.97708327,-0.72675055,0.034468193,0.38498193,-0.32650957,-0.07991707,-0.5269258,-1.3819202,-2.673278,-7.0098853,-4.3577986,-0.9218059,-1.4733703,-1.1404175,0.028088644,-0.26076213,0.7287083,0.2218052,0.15194802,-0.05713905,0.0861429,-1.3108251,-1.2035486,-0.12488327,-0.37671852,0.59302145,0.22513743,0.11762193,-0.33349457,-0.047282446,-0.80274945,-4.0862217,-4.6000767,-0.02193374,0.05593817,0.5989734,-0.38655058,-0.33602798,0.048797775,-0.5561679,-0.27661714,-0.38840902,-0.2240259,0.059882183,0.6093651,0.4060988,-0.5110821,-0.7646924,-0.6367489,0.065254524,-0.37407622,-3.3483076,-1.7301297,-1.0624493,-2.5262659,0.24295086,-0.015565842,1.207661,-2.0232165,1.0676643,-0.3648922,0.5078219,0.081091896,0.3728801,0.2789023,1.1363193,-0.5463478,0.24486633,0.41971597,0.3314873,-0.36534205,-1.561379,0.7488172,-0.08774942,0.0021080773,0.6811625,-0.7011134,-2.5041983,-0.6520845,0.32028648,0.79253274,-8.219863,-5.359526,0.18895246,0.37084675,-0.32347512,-2.3864543,0.09039086,0.11492672,0.21466815,0.2449327,-1.1941383,-1.5997586,-0.48023206,0.06098923,0.7156484,-0.086994626,0.37199607,-0.55489165,-0.01269798,0.15957041,-1.4423885,-1.4045286,0.69109654,-0.034022644,0.3976128,0.19909303,0.66399854,-0.2801019,0.6943963,-0.55891585,0.342832,-2.6283054,0.29316586,0.28106123,0.20157194,0.46214402,-0.5388741,-1.0071758,-0.7149155,-0.28812784,-0.21071528,-0.56357116,-0.24793462,-0.70910984
8720,-0.51129884,-0.15303333,0.25977632,-0.1780095,-0.35869005,0.4470844,-0.38154003,0.12697364,0.9264807,3.4968495,0.24731639,-0.66588336,0.99581075,0.81401706,1.022223,0.02800064,0.8885998,2.1622224,1.6296164,0.30470353,-0.0058353394,0.17122209,0.9646685,0.07523808,0.027758405,-0.26768073,-0.08375415,-0.6122417,-0.3646752,0.76987904,0.22165264,0.14521287,1.2688357,1.8540086,-0.41838312,-0.3409406,-0.3771741,-0.1228621,-0.056345675,0.30428174,0.9690059,-0.13029577,0.047419686,0.22589171,-0.08698874,-0.14971603,0.90219945,-0.15364005,-0.122343235,0.21495396,0.3078832,3.8828402,0.8166341,1.6867423,1.1525813,-0.29645824,0.34631002,0.4624276,0.38560292,0.5684131,-0.13382222,0.32017025,-0.88939905,0.03930962,0.39391276,-0.15385506,-0.1154817,-0.14071831,-0.20749317,0.19321601,0.045798555,0.13135219,0.8867083,-0.46732983,0.2250643,-0.34788704,-0.08165573,-0.46987,1.2294511,0.49132967,0.49926713,1.0800879,-0.3021061,1.9203854,-0.2554623,0.7700525,-0.5788223,1.0687537,-0.001597772,-0.053198036,0.067033865,-0.21316345,0.17024498,-0.47393978,-0.16531835,-0.24984835,-0.3510573,0.30213737,-0.36813143,-0.1289138,-0.58046776,0.30576515,0.08607241,0.43072036,-1.334259,0.045133766,-0.12340162,0.3703816,0.05388363,0.51630926,0.3940808,0.11700523,0.077166714,0.5039486,-0.20566511,0.28919598,-0.37824094,-0.1671307,0.45212993,0.2326013,0.633255,0.47231176,-0.36545345,0.2693906,0.09328868,1.0933551
3638,-0.89094514,-1.3849834,-0.08698692,-0.43402258,-0.23627642,-1.176954,-0.7977762,-2.0041976,-2.8599548,3.4371238,3.5398736,1.2117454,0.21303481,0.74308145,0.8320907,0.6209517,0.63684356,1.3771274,-2.100507,-1.1505203,-1.0420792,-0.67484236,0.93969125,0.06446155,2.0369477,2.0044026,0.27831754,-0.10595206,-0.24950974,2.065503,0.18522711,1.2064638,0.01708467,2.3907363,-0.08129799,-0.11272778,-0.95704764,-0.48950335,-0.0439138,-0.5379627,1.0114386,1.1856458,0.85628223,1.4499813,0.29190192,0.5478212,-0.18162136,1.7732927,1.8965926,3.048288,2.3722465,1.6395078,-2.1053686,-4.314298,-0.6082381,-3.9874089,-0.60901386,-0.88687056,-1.4689035,-1.0898498,0.10093268,-0.67445725,-0.04327683,0.35726118,-0.935648,-0.9786904,0.19897217,-0.193051,0.9026911,0.21389079,0.17584033,-1.1012563,0.119479,-0.018912077,-0.4141756,-0.35197183,-0.58554196,0.5216578,10.0,10.0,-1.6704344,-1.7823175,-2.2975364,-1.4263545,0.58426017,-0.1676956,0.30412522,1.0820178,-0.08418503,-0.0749993,-0.07646184,0.02629109,-1.9038228,-0.23097855,-1.1489402,-0.049750272,-0.3772198,-0.7038167,-0.20926034,1.3110763,0.17435862,0.2684068,-0.74298626,-0.7326775,-0.5047133,0.4501753,0.3206012,0.26473302,-0.14973114,0.2660321,-0.32197833,-1.3804871,-0.6117752,0.59297943,-0.6684618,-0.01434452,0.09679737,-0.44269043,2.7700152,1.9360679,1.3144559,-0.6492124,-0.89156896,1.1706793,1.4298724,0.99346834
10670,-0.82613635,-0.068191685,0.9396376,-0.19902474,-0.20515627,0.22820634,-0.77819747,-0.93516535,-0.042707454,-7.0313277,-4.973842,-1.3311684,1.6494601,0.0665758,0.29705158,-0.1386718,0.15811473,-3.166392,-0.34357524,0.085104324,-0.17794569,-0.4523717,-0.53982204,-0.6359847,0.32731718,-0.52016205,-0.34620246,0.11336783,-0.19961339,-0.31181234,0.5683453,-0.8404388,3.27783,0.6186043,-0.30518132,-0.120349765,0.39627764,-0.32213426,0.28534362,0.47296822,0.032975674,0.4450865,0.44102523,0.0060802647,0.28231066,0.07716152,0.039370585,1.4796952,1.6831107,0.5750615,0.87309784,2.2821724,0.80835533,2.2416205,-0.05856536,0.8713775,0.09688404,-0.35951054,-0.9081197,-0.6114808,-1.201191,-0.032618333,0.15600662,-0.22506864,0.35110357,0.072812974,-0.38231623,0.043684524,-0.33718145,-0.21823479,0.10321095,0.60127634,-0.41295013,-0.10563687,-0.250077,-0.020208886,0.0736513,-0.67881554,1.767733,4.930644,-2.1031363,-1.4137048,-0.5704766,0.106825374,0.64979666,0.36515245,-0.23612595,0.54006374,-0.45359755,-0.6512029,-0.27432024,-0.51074564,-0.3483951,1.9313437,0.8688034,-0.4843214,-0.2660577,-0.25146362,-0.005365225,-0.21879797,0.11848083,0.09641258,0.67560107,0.15639909,0.4348493,0.53590757,-0.17842041,-0.71863383,-0.26968378,-0.234106,-0.3011558,-1.3530583,-0.63045245,-0.3587737,-0.24931087,-0.13114724,-0.53920954,0.31461588,-0.032751083,0.35592973,0.34247,0.04411373,-0.48021206,0.42448995,-0.091123424,-0.04846554
8870,0.32481685,0.14933337,-0.33662233,0.17345463,0.3029659,1.7317594,1.5200144,-0.16181885,1.0005009,-2.9240053,-0.27933747,7.2702637,-1.5939583,-2.2152464,-1.6424258,0.3648218,2.7979822,7.7906566,6.398566,-0.12388522,-0.12968339,-5.829196,-3.3619328,-0.62651646,-0.0067349807,-1.3851646,0.048913147,-0.2792509,-0.56621665,0.06688706,3.3748205,0.07773847,-7.6904945,-6.596656,-0.3956921,-1.7377324,0.6779935,-1.8452452,-0.34397864,-0.7063262,-1.1956865,0.18379514,0.1334557,0.9289314,0.5142354,0.7124178,-0.77704644,1.3670968,1.8692056,1.2280264,-0.36338603,1.0912228,0.12555204,-0.46961704,-1.2153853,-0.72752494,0.8592917,0.010870273,2.0725203,0.88960457,0.29261008,-0.5592907,0.042693246,-0.1637352,-0.19211583,-0.6443522,0.964865,-0.06115966,0.25730607,0.79088974,0.14538048,0.07687119,-1.2024006,-0.09354889,-0.63315445,-1.052668,0.65659595,1.1211205,5.175489,-1.9191707,0.3977734,-0.89297396,-2.5681202,-1.8853602,0.49398187,-0.38114464,0.41497388,-1.8313193,0.9035012,-0.010155261,0.2081672,0.56342834,-1.2161696,0.9680139,-2.1074154,-0.16919208,-0.20251407,-0.67630213,0.35183632,-1.5416088,-0.19988562,0.38376585,-1.3581886,-1.8188783,0.01740092,-0.25074413,-0.45421496,-0.6518151,0.10060062,0.8137539,-0.32534373,-0.79089594,-0.34450826,-5.8298116,0.6407587,-0.19428645,-0.5371464,0.5387182,0.20275465,0.25184515,0.8123147,-0.7813596,-0.73682064,-0.86096144,-0.14407095,0.44582608
9246,0.02247104,-0.33648336,1.1069485,-0.16927256,-0.5877247,0.1853679,-0.31738952,-0.6907248,0.77590936,0.6852315,1.8525534,1.4054042,1.3090615,-0.21512331,-0.121406,0.14992315,-0.03690975,-0.17243496,1.6764094,0.15615267,0.48261103,0.5319742,0.36303487,0.20390664,-0.18358617,0.62569803,0.027816,0.73829967,0.7726042,-0.032745153,0.4393387,1.1832232,1.6863842,1.0543263,0.7151663,1.0055121,-0.19262743,0.37375858,-0.5439303,0.26494488,0.6638008,-0.2745061,-0.32229587,-0.12833415,0.33652413,-0.29425308,-0.012305871,0.5207544,1.8224778,-0.27846974,1.2008547,-0.22522123,4.5167813,4.549647,1.7729917,2.2485697,0.10774972,0.26860744,-1.6701002,2.3174918,0.17601334,0.8310675,-0.077931285,-0.08319014,0.8690674,0.66029084,-0.31666002,0.10629472,-0.5107844,-0.21516907,-0.17887545,0.1528136,-0.103213765,-0.3990655,0.1403383,-0.013384561,-0.042081263,0.42445353,3.308202,4.397282,0.18815081,0.48475122,1.8243157,1.3664399,-0.9681255,0.24744302,-0.26772237,2.3970222,-0.12650289,0.22764933,-0.34538904,0.18366265,1.371706,1.9904313,0.71633315,0.16748874,0.3181418,0.20796746,-0.38412318,-0.018870978,0.18652911,-0.15479344,-0.32895422,-0.49727035,-0.92989206,-0.08459789,0.70536184,0.7209428,0.20951414,2.5588744,0.091217674,-0.1500925,-0.06610357,0.2711684,0.037784364,-0.4090141,0.4619597,-0.24055208,-0.1960412,0.88230914,0.3687148,1.008644,0.1507925,-0.13754977,-0.07831255,0.47599816
10051,0.49791503,0.47984168,-1.3882011,-0.022846518,0.21447057,-1.8807441,1.4811765,-0.74166095,-1.9276415,-4.046915,-0.06811341,-5.5992136,-2.2052946,-0.1421515,-0.79880494,-0.0044040657,0.32650182,-5.5444345,-4.6205077,-0.023709452,-0.05790327,-0.017945541,-0.32931775,-1.1938363,0.1888296,-0.23092061,0.3141751,-0.10656037,0.05429285,-0.010353426,-0.64484096,-1.1216506,-3.9586604,-2.8752284,-0.06732785,-1.0409862,0.3185654,-0.44025669,0.3892008,-0.22140767,-1.4408652,-0.5124255,-0.12256662,0.04672293,0.29301307,0.4216989,0.21435495,-1.5250418,-1.2305579,-0.054413956,-0.6796576,-9.606326,-3.586385,-8.38348,-9.14423,-1.2302029,-4.3767953,0.2754354,-0.39043608,-1.1992706,-0.11251452,-0.6415176,0.68548983,0.4226992,-1.1777446,-0.5455997,-0.16572,-0.4773003,0.48099843,0.30747446,0.17999707,-0.49386287,-1.5460857,0.5588128,-0.024978092,0.012736082,0.2747914,-0.017912367,-8.727721,-8.467887,1.0193805,0.5916384,-0.40906438,-5.5452247,0.5207842,0.04225445,0.7018204,-2.470732,-0.21128331,-0.413751,-0.22406673,-0.24380426,-0.43855444,-4.669209,-2.7334342,-0.4514606,-0.12046113,0.198274,0.12268046,0.330315,0.17930515,0.14604717,-0.57261807,-3.6667442,0.88379663,-0.23777378,-0.5951802,-0.10398523,0.021837449,-0.73587614,-0.25944367,-0.7477109,0.58661073,-2.807068,0.4259781,0.48144415,-0.016114047,0.0932051,-0.7191888,-1.1613185,-0.9603026,-0.19336236,-0.18745293,-0.081068285,-0.110601105,-0.13157718
